Departure,Return,Departure station,Return station,Covered distance (m),Duration (sec.)
2024-09-01 11:43:28,2024-09-01 11:43:54,vélostation Port Marianne,vélostation Port Marianne,0.0,22
2024-09-01 11:42:50,2024-09-01 11:43:11,vélostation Port Marianne,vélostation Port Marianne,0.0,17
2024-09-01 11:42:12,2024-09-01 11:42:33,vélostation Port Marianne,vélostation Port Marianne,0.0,17
2024-09-01 11:40:50,2024-09-01 16:14:26,vélostation Comédie,vélostation Port Marianne,31967.0,16412
2024-09-01 11:40:16,2024-09-01 12:21:59,vélostation Les Arceaux,vélostation Renouvier,2969.0,2498
2024-09-01 11:39:50,2024-09-01 11:41:26,vélostation Port Marianne,vélostation Port Marianne,83.0,92
2024-09-01 11:39:14,2024-09-01 18:31:32,vélostation Comedie Baudin,vélostation Pérols Etang de l'Or,30252.0,24735
2024-09-01 11:38:31,2024-09-01 11:39:06,vélostation Port Marianne,vélostation Port Marianne,6.0,31
2024-09-01 11:38:12,2024-09-01 11:52:06,vélostation Comedie Baudin,vélostation Nombre d'Or,1343.0,831
2024-09-01 11:37:46,2024-09-01 16:01:20,vélostation Port Marianne,vélostation Port Marianne,24714.0,15811
2024-09-01 11:35:18,2024-09-01 11:43:57,vélostation Charles Flahault,vélostation Plan Cabanes,1298.0,515
2024-09-01 11:35:13,2024-09-01 11:43:15,vélostation Charles Flahault,vélostation Plan Cabanes,1290.0,478
2024-09-01 11:33:15,2024-09-01 20:38:33,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,5760.0,32714
2024-09-01 11:32:25,2024-09-01 11:32:46,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,0.0,17
2024-09-01 11:30:24,2024-09-01 11:55:01,vélostation Comédie,vélostation Nombre d'Or,1658.0,1472
2024-09-01 11:28:34,2024-09-01 16:50:17,vélostation Renouvier,vélostation Renouvier,19060.0,19299
2024-09-01 11:25:04,2024-09-01 16:50:16,vélostation Renouvier,vélostation Renouvier,17524.0,19510
2024-09-01 11:20:06,2024-09-01 11:35:43,vélostation Occitanie,vélostation Place Albert 1er - St Charles,3052.0,933
2024-09-01 11:14:37,2024-09-01 11:23:48,vélostation Vert Bois,vélostation Boutonnet,2231.0,547
2024-09-01 11:13:03,2024-09-01 14:24:14,vélostation Père Soulas,vélostation Pérols Etang de l'Or,31940.0,11468
2024-09-01 11:11:04,2024-09-01 16:41:52,vélostation Boutonnet,vélostation Boutonnet,37319.0,19844
2024-09-01 11:06:20,2024-09-01 11:16:05,vélostation Louis Blanc,vélostation Médiathèque Emile Zola,2311.0,580
2024-09-01 11:04:31,2024-09-01 12:29:02,vélostation Nombre d'Or,vélostation Louis Blanc,8511.0,5066
2024-09-01 11:04:21,2024-09-02 12:07:26,vélostation Nombre d'Or,vélostation Louis Blanc,8502.0,90180
2024-09-01 11:02:53,2024-09-01 11:08:36,vélostation Aiguelongue,vélostation Corum,1600.0,339
2024-09-01 11:01:15,2024-09-01 11:11:08,vélostation Fac de Lettres,vélostation Corum,1958.0,587
2024-09-01 10:59:28,2024-09-01 11:11:32,vélostation Les Aubes,vélostation Comédie,2391.0,719
2024-09-01 10:57:59,2024-09-01 11:06:07,vélostation Fac de Lettres,vélostation Louis Blanc,1819.0,481
2024-09-01 10:57:49,2024-09-01 13:14:30,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,15022.0,8196
2024-09-01 10:57:09,2024-09-01 13:15:36,vélostation Pérols Etang de l'Or,vélostation Pérols Etang de l'Or,14855.0,8302
2024-09-01 10:54:00,2024-09-01 11:06:06,vélostation Providence - Ovalie,vélostation Providence - Ovalie,1868.0,722
2024-09-01 10:52:10,2024-09-01 11:04:15,vélostation Nouveau Saint-Roch,vélostation Garcia Lorca,1943.0,722
2024-09-01 10:50:29,2024-09-01 11:10:20,vélostation Hôtel de Ville,vélostation Hôtel de Ville,1090.0,1186
2024-09-01 10:48:35,2024-09-01 11:39:58,vélostation Renouvier,vélostation Les Arceaux,1651.0,3078
2024-09-01 10:46:02,2024-09-01 11:52:28,vélostation Beaux-Arts,vélostation Corum,5329.0,3981
2024-09-01 10:42:30,2024-09-01 13:04:43,vélostation Tonnelles,vélostation Tonnelles,8149.0,8529
2024-09-01 10:41:36,2024-09-01 10:42:09,vélostation Beaux-Arts,vélostation Beaux-Arts,0.0,27
2024-09-01 10:40:27,2024-09-01 11:17:12,vélostation Hôtel de Ville,vélostation Port Marianne,6769.0,2200
2024-09-01 10:39:42,2024-09-01 16:06:12,vélostation Rondelet,vélostation Rondelet,6371.0,19587
2024-09-01 10:34:25,2024-09-01 11:52:29,vélostation Beaux-Arts,vélostation Corum,5370.0,4676
2024-09-01 10:31:21,2024-09-01 11:00:59,vélostation Aiguelongue,vélostation Nombre d'Or,3683.0,1773
2024-09-01 10:29:51,2024-09-01 10:33:21,vélostation Corum,vélostation Beaux-Arts,430.0,206
2024-09-01 10:28:54,2024-09-01 13:08:06,vélostation Les Aubes,vélostation Les Aubes,28030.0,9547
2024-09-01 10:28:20,2024-09-01 13:10:13,vélostation Les Aubes,vélostation Les Aubes,29029.0,9709
2024-09-01 10:27:32,2024-09-01 10:34:58,vélostation Corum,vélostation Beaux-Arts,451.0,442
2024-09-01 10:26:43,2024-09-01 10:29:27,vélostation Corum,vélostation Corum,2.0,157
2024-09-01 10:24:54,2024-09-01 14:52:20,vélostation Port Marianne,vélostation Port Marianne,24397.0,16042
2024-09-01 10:23:31,2024-09-01 11:26:42,vélostation Plan Cabanes,vélostation Rondelet,1021.0,381
2024-09-01 10:23:00,2024-09-01 14:52:17,vélostation Port Marianne,vélostation Port Marianne,24136.0,16154
2024-09-01 10:21:56,2024-09-01 14:52:26,vélostation Port Marianne,vélostation Port Marianne,24107.0,16227
2024-09-01 10:21:31,2024-09-01 10:58:28,vélostation Louis Blanc,vélostation Boutonnet,6089.0,2213
2024-09-01 10:19:08,2024-09-01 10:19:56,vélostation Rue Jules Ferry - Gare Saint-Roch,vélostation Rue Jules Ferry - Gare Saint-Roch,6.0,44
2024-09-01 10:18:37,2024-09-01 10:31:48,vélostation Celleneuve,vélostation Saint-Guilhem,3322.0,787
2024-09-01 10:18:23,2024-09-01 10:21:09,vélostation Rue Jules Ferry - Gare Saint-Roch,vélostation Rue Jules Ferry - Gare Saint-Roch,177.0,161
2024-09-01 10:17:22,2024-09-01 10:43:55,vélostation Rue Jules Ferry - Gare Saint-Roch,vélostation Place Viala,3532.0,1588
2024-09-01 10:08:41,2024-09-01 10:17:22,vélostation Louis Blanc,vélostation Antigone centre,1629.0,516
2024-09-01 10:03:04,2024-09-01 10:08:47,vélostation Celleneuve,vélostation Tonnelles,667.0,339
2024-09-01 10:01:58,2024-09-01 10:08:53,vélostation Celleneuve,vélostation Tonnelles,716.0,412
2024-09-01 09:57:09,2024-09-01 10:11:25,vélostation Père Soulas,vélostation Comédie,2626.0,852
2024-09-01 09:55:53,2024-09-01 10:01:01,vélostation Jean de Beins,vélostation Emile Combes,1016.0,304
2024-09-01 09:54:20,2024-09-01 10:51:52,vélostation Celleneuve,vélostation Pérols Etang de l'Or,13360.0,3448
2024-09-01 09:44:22,2024-09-01 09:52:20,vélostation Rondelet,vélostation Prés d'Arènes,1717.0,473
2024-09-01 09:43:33,2024-09-01 11:21:29,vélostation Corum,vélostation Comedie Baudin,6011.0,5871
2024-09-01 09:36:22,2024-09-01 09:42:24,vélostation Corum,vélostation Corum,245.0,356
2024-09-01 09:34:02,2024-09-01 11:11:32,vélostation Corum,vélostation Comedie Baudin,9084.0,5846
2024-09-01 09:33:37,2024-09-01 09:47:23,vélostation Celleneuve,vélostation Plan Cabanes,3173.0,821
2024-09-01 09:32:14,2024-09-01 09:41:15,vélostation Boutonnet,vélostation Occitanie,2299.0,537
2024-09-01 09:31:48,2024-09-01 09:52:00,vélostation Occitanie,vélostation Comédie,4198.0,1207
2024-09-01 09:23:47,2024-09-01 09:41:14,vélostation Place Viala,vélostation Rue Jules Ferry - Gare Saint-Roch,2954.0,1043
2024-09-01 09:19:07,2024-09-01 09:25:59,vélostation Emile Combes,vélostation Antigone centre,1504.0,406
2024-09-01 09:17:38,2024-09-01 09:18:00,vélostation Emile Combes,vélostation Emile Combes,0.0,17
2024-09-01 09:16:58,2024-09-01 09:17:22,vélostation Emile Combes,vélostation Emile Combes,0.0,18
2024-09-01 09:03:10,2024-09-01 09:10:04,vélostation Saint-Guilhem,vélostation Rue Jules Ferry - Gare Saint-Roch,947.0,409
2024-09-01 09:02:17,2024-09-01 09:13:58,vélostation Louis Blanc,vélostation Fac de Lettres,1997.0,699
2024-09-01 08:57:40,2024-09-01 09:32:26,vélostation Fac de Lettres,vélostation Charles Flahault,3063.0,2078
2024-09-01 08:49:07,2024-09-01 14:40:43,vélostation Rondelet,vélostation Pérols Etang de l'Or,19305.0,21091
2024-09-01 08:46:15,2024-09-01 10:21:50,vélostation Port Marianne,vélostation Port Marianne,19188.0,5730
2024-09-01 08:39:58,2024-09-01 18:04:43,vélostation Plan Cabanes,vélostation Plan Cabanes,10046.0,33881
2024-09-01 07:16:50,2024-09-01 07:38:43,vélostation Celleneuve,vélostation Sabines,5770.0,1309
2024-09-01 06:45:24,2024-09-05 07:32:49,vélostation Médiathèque Emile Zola,vélostation Halles Castellane,53220.0,348443
2024-09-01 06:39:16,2024-09-01 06:54:19,vélostation Nouveau Saint-Roch,vélostation Sabines,2850.0,898
2024-09-01 06:25:42,2024-09-01 06:44:36,vélostation Deux Ponts - Gare Saint-Roch,vélostation Sabines,3890.0,1130
2024-09-01 06:23:29,2024-09-01 06:38:16,vélostation Renouvier,vélostation Port Marianne,3918.0,882
2024-09-01 06:22:04,2024-09-01 07:00:25,vélostation Saint-Guilhem,vélostation Vert Bois,5043.0,2297
2024-09-01 06:21:42,2024-09-01 07:03:53,vélostation Saint-Guilhem,vélostation Vert Bois,4992.0,2526
2024-09-01 06:19:59,2024-09-01 06:23:12,vélostation Renouvier,vélostation Renouvier,134.0,189
2024-09-01 06:17:48,2024-09-01 06:24:23,vélostation Garcia Lorca,vélostation Hôtel de Ville,1245.0,390
2024-09-01 05:55:17,2024-09-01 07:03:33,vélostation Antigone centre,vélostation Rue Jules Ferry - Gare Saint-Roch,2101.0,4092
2024-09-01 05:54:41,2024-09-01 07:03:36,vélostation Antigone centre,vélostation Rue Jules Ferry - Gare Saint-Roch,2097.0,4132
2024-09-01 05:53:57,2024-09-01 07:37:52,vélostation Antigone centre,vélostation Place Albert 1er - St Charles,4018.0,6229
2024-09-01 05:42:43,2024-09-01 05:55:25,vélostation Celleneuve,vélostation Occitanie,3336.0,757
2024-09-01 05:38:58,2024-09-01 05:55:17,vélostation Occitanie,vélostation Charles Flahault,3759.0,975
2024-09-01 05:38:03,2024-09-01 05:38:22,vélostation Occitanie,vélostation Occitanie,0.0,15
2024-09-01 05:36:21,2024-09-01 19:28:04,vélostation Cité Mion,vélostation Boutonnet,8566.0,49900
2024-09-01 05:34:54,2024-09-01 05:35:47,vélostation Cité Mion,vélostation Cité Mion,0.0,49
2024-09-01 05:29:45,2024-09-01 05:45:30,vélostation Occitanie,vélostation Antigone centre,4755.0,940
2024-09-01 05:28:37,2024-09-01 05:52:59,vélostation Louis Blanc,vélostation fac des sciences,2532.0,1458
2024-09-01 05:22:43,2024-09-01 05:28:05,vélostation Corum,vélostation Louis Blanc,383.0,317
2024-09-01 05:22:05,2024-09-01 05:52:51,vélostation Corum,vélostation fac des sciences,2891.0,1842
2024-09-01 05:21:33,2024-09-01 05:38:38,vélostation Place Albert 1er - St Charles,vélostation Vert Bois,2429.0,1021
2024-09-01 05:20:19,2024-09-01 05:20:38,vélostation Place Albert 1er - St Charles,vélostation Place Albert 1er - St Charles,0.0,15
2024-09-01 05:16:05,2024-09-01 05:52:13,vélostation fac des sciences,vélostation fac des sciences,5262.0,2164
2024-09-01 05:15:33,2024-09-01 05:52:18,vélostation fac des sciences,vélostation fac des sciences,5037.0,2201
2024-09-01 05:14:10,2024-09-01 05:52:55,vélostation fac des sciences,vélostation fac des sciences,5221.0,2320
2024-09-01 05:10:52,2024-09-01 05:34:26,vélostation Comédie,vélostation Saint-Guilhem,655.0,1410
2024-09-01 05:03:23,2024-09-01 05:32:41,vélostation Comédie,vélostation Occitanie,4584.0,1754
2024-09-01 05:00:34,2024-09-01 05:54:00,vélostation Antigone centre,vélostation Place Albert 1er - St Charles,6236.0,3202
2024-09-01 04:59:56,2024-09-01 05:53:43,vélostation Antigone centre,vélostation Place Albert 1er - St Charles,7457.0,3223
2024-09-01 04:56:20,2024-09-01 05:12:36,vélostation Corum,vélostation Fac de Lettres,2044.0,975
2024-09-01 04:56:13,2024-09-01 05:21:15,vélostation Corum,vélostation Charles Flahault,3514.0,1498
2024-09-01 04:56:08,2024-09-01 05:02:53,vélostation Comédie,vélostation Comédie,12.0,401
2024-09-01 04:55:33,2024-09-01 05:32:52,vélostation Comédie,vélostation Occitanie,4972.0,2235
2024-09-01 04:48:59,2024-09-01 04:49:40,vélostation Albert 1er - Cathédrale,vélostation Albert 1er - Cathédrale,2.0,37
2024-09-01 04:48:36,2024-09-01 04:59:10,vélostation Place Albert 1er - St Charles,vélostation Charles Flahault,1703.0,628
2024-09-01 04:48:09,2024-09-01 05:13:05,vélostation Corum,vélostation Plan Cabanes,1995.0,1491
2024-09-01 04:47:37,2024-09-01 04:59:11,vélostation Place Albert 1er - St Charles,vélostation Charles Flahault,1578.0,690
2024-09-01 04:38:07,2024-09-01 04:39:15,vélostation Comédie,vélostation Comédie,2.0,63
2024-09-01 04:36:10,2024-09-01 04:39:38,vélostation Comédie,vélostation Comédie,6.0,203
2024-09-01 04:34:46,2024-09-01 04:51:40,vélostation Saint-Guilhem,vélostation Place Viala,3316.0,1009
2024-09-01 04:32:08,2024-09-01 04:56:18,vélostation Louis Blanc,vélostation Occitanie,3538.0,1445
2024-09-01 04:31:24,2024-09-01 04:56:38,vélostation Louis Blanc,vélostation Occitanie,3540.0,1509
2024-09-01 04:25:04,2024-09-01 04:48:47,vélostation Tonnelles,vélostation Corum,3988.0,1418
2024-09-01 04:15:15,2024-09-01 04:40:53,vélostation Hôtel du Département,vélostation Halles Castellane,4498.0,1533
2024-09-01 04:14:43,2024-09-01 04:40:00,vélostation Hôtel du Département,vélostation Halles Castellane,4302.0,1512
2024-09-01 04:13:24,2024-09-01 04:21:31,vélostation Comédie,vélostation Comédie,12.0,482
2024-09-01 04:11:53,2024-09-01 04:16:51,vélostation Comédie,vélostation Comédie,22.0,294
2024-09-01 04:11:23,2024-09-01 04:11:44,vélostation Comédie,vélostation Comédie,0.0,16
2024-09-01 04:11:06,2024-09-01 04:44:27,vélostation Saint-Guilhem,vélostation Père Soulas,2378.0,1996
2024-09-01 04:06:16,2024-09-01 04:33:51,vélostation Comédie,vélostation Fac de Lettres,3056.0,1654
2024-09-01 04:05:52,2024-09-01 04:23:50,vélostation fac des sciences,vélostation Louis Blanc,2662.0,1073
2024-09-01 04:05:50,2024-09-01 04:23:18,vélostation fac des sciences,vélostation Louis Blanc,2617.0,1042
2024-09-01 04:05:06,2024-09-01 04:05:27,vélostation fac des sciences,vélostation fac des sciences,2.0,16
2024-09-01 04:04:08,2024-09-01 04:51:38,vélostation Saint-Guilhem,vélostation Place Viala,3446.0,2844
2024-09-01 04:02:46,2024-09-01 04:33:37,vélostation Comédie,vélostation Fac de Lettres,3338.0,1851
2024-09-01 04:02:44,2024-09-01 04:13:46,vélostation Comédie,vélostation Beaux-Arts,2046.0,659
2024-09-01 04:00:40,2024-09-01 04:12:07,vélostation Louis Blanc,vélostation Cité Mion,2613.0,683
2024-09-01 03:57:30,2024-09-02 08:11:10,vélostation Place Albert 1er - St Charles,vélostation Louis Blanc,367.0,101617
2024-09-01 03:56:39,2024-09-02 08:43:05,vélostation Observatoire,vélostation AtelierTAM,3546.0,103581
2024-09-01 03:56:10,2024-09-01 04:42:37,vélostation Comédie,vélostation Boutonnet,1723.0,2782
2024-09-01 03:54:29,2024-09-01 04:23:07,vélostation Euromédecine,vélostation fac des sciences,5593.0,1713
2024-09-01 03:53:47,2024-09-01 04:23:02,vélostation Euromédecine,vélostation fac des sciences,5505.0,1751
2024-09-01 03:53:21,2024-09-01 12:26:00,vélostation Louis Blanc,vélostation Place Albert 1er - St Charles,6432.0,30753
2024-09-01 03:51:25,2024-09-01 04:26:08,vélostation Louis Blanc,vélostation Occitanie,3269.0,2077
2024-09-01 03:48:04,2024-09-01 03:56:27,vélostation Place Albert 1er - St Charles,vélostation Boutonnet,1008.0,499
2024-09-01 03:45:32,2024-09-01 03:56:20,vélostation Observatoire,vélostation Beaux-Arts,1460.0,644
2024-09-01 03:44:27,2024-09-01 04:37:49,vélostation Antigone centre,vélostation fac des sciences,6342.0,3199
2024-09-01 03:44:13,2024-09-01 03:44:47,vélostation Observatoire,vélostation Observatoire,0.0,29
2024-09-01 03:43:25,2024-09-01 03:56:27,vélostation Observatoire,vélostation Beaux-Arts,2346.0,778
2024-09-01 03:40:40,2024-09-01 04:37:55,vélostation Médiathèque Emile Zola,vélostation fac des sciences,6322.0,3430
2024-09-01 03:39:57,2024-09-01 04:39:06,vélostation Médiathèque Emile Zola,vélostation fac des sciences,5605.0,3545
2024-09-01 03:38:42,2024-09-01 04:40:22,vélostation Médiathèque Emile Zola,vélostation Occitanie,6618.0,3695
2024-09-01 03:29:33,2024-09-01 03:53:04,vélostation Prés d'Arènes,vélostation Boutonnet,4414.0,1406
2024-09-01 03:24:09,2024-09-01 03:37:35,vélostation Marie Caizergues,vélostation Médiathèque Emile Zola,2744.0,802
2024-09-01 03:23:59,2024-09-01 03:29:57,vélostation Voltaire,vélostation Port Marianne,1374.0,354
2024-09-01 03:21:20,2024-09-01 03:59:16,vélostation Comédie,vélostation Comédie,0.0,2272
2024-09-01 03:20:50,2024-09-01 03:21:14,vélostation Comédie,vélostation Comédie,2.0,19
2024-09-01 03:19:31,2024-09-01 03:19:50,vélostation Comédie,vélostation Comédie,0.0,15
2024-09-01 03:10:49,2024-09-01 03:33:43,vélostation Vert Bois,vélostation Hôtel de Ville,5315.0,1369
2024-09-01 03:05:56,2024-09-01 03:28:49,vélostation Observatoire,vélostation fac des sciences,3265.0,1369
2024-09-01 03:05:42,2024-09-01 03:28:37,vélostation Observatoire,vélostation fac des sciences,3644.0,1371
2024-09-01 03:05:08,2024-09-01 03:11:54,vélostation Pont de Lattes - Gare Saint-Roch,vélostation Médiathèque Emile Zola,1666.0,402
2024-09-01 03:04:58,2024-09-01 03:10:05,vélostation Pont de Lattes - Gare Saint-Roch,vélostation Médiathèque Emile Zola,1090.0,303
2024-09-01 02:55:50,2024-09-01 03:05:17,vélostation Place Albert 1er - St Charles,vélostation Fac de Lettres,1745.0,567
2024-09-01 02:54:54,2024-09-01 02:55:16,vélostation Place Albert 1er - St Charles,vélostation Place Albert 1er - St Charles,0.0,16
2024-09-01 02:53:53,2024-09-01 02:54:14,vélostation Place Albert 1er - St Charles,vélostation Place Albert 1er - St Charles,0.0,17
2024-09-01 02:53:31,2024-09-01 03:26:59,vélostation Occitanie,vélostation Comédie,4843.0,2003
2024-09-01 02:53:07,2024-09-01 03:14:41,vélostation Occitanie,vélostation Corum,4188.0,1291
2024-09-01 02:53:04,2024-09-01 03:04:59,vélostation Place Albert 1er - St Charles,vélostation Fac de Lettres,1725.0,714
2024-09-01 02:47:04,2024-09-01 02:58:03,vélostation Médiathèque Emile Zola,vélostation Rondelet,1960.0,655
2024-09-01 02:44:41,2024-09-01 03:10:37,vélostation Médiathèque Emile Zola,vélostation Jeu de Mail des Abbés,2442.0,1552
2024-09-01 02:44:14,2024-09-01 02:51:14,vélostation Parvis Jules Ferry - Gare Saint-Roch,vélostation Antigone centre,1249.0,416
2024-09-01 02:44:05,2024-09-01 03:11:07,vélostation Médiathèque Emile Zola,vélostation Jeu de Mail des Abbés,2225.0,1618
2024-09-01 02:40:28,2024-09-01 03:16:33,vélostation Providence - Ovalie,vélostation Fac de Lettres,6971.0,2164
2024-09-01 02:39:15,2024-09-01 03:20:00,vélostation Saint-Guilhem,vélostation Hôtel du Département,4471.0,2441
2024-09-01 02:39:12,2024-09-01 02:48:07,vélostation Médiathèque Emile Zola,vélostation Observatoire,1625.0,530
2024-09-01 02:38:55,2024-09-01 02:47:50,vélostation Médiathèque Emile Zola,vélostation Observatoire,1682.0,530
2024-09-01 02:38:54,2024-09-01 03:19:58,vélostation Saint-Guilhem,vélostation Hôtel du Département,4557.0,2459
2024-09-01 02:38:35,2024-09-01 02:47:54,vélostation Médiathèque Emile Zola,vélostation Observatoire,1680.0,554
2024-09-01 02:37:44,2024-09-01 02:38:10,vélostation Médiathèque Emile Zola,vélostation Médiathèque Emile Zola,0.0,21
2024-09-01 02:36:32,2024-09-01 02:47:38,vélostation Médiathèque Emile Zola,vélostation Observatoire,1666.0,660
2024-09-01 02:36:04,2024-09-01 02:48:37,vélostation Saint-Denis,vélostation Place Albert 1er - St Charles,2033.0,748
2024-09-01 02:34:48,2024-09-01 02:51:55,vélostation Place Albert 1er - St Charles,vélostation Occitanie,3305.0,1023
2024-09-01 02:33:44,2024-09-01 03:26:44,vélostation Comedie Baudin,vélostation Malbosc,5787.0,3176
2024-09-01 02:33:35,2024-09-01 02:40:34,vélostation Place Albert 1er - St Charles,vélostation Boutonnet,910.0,415
2024-09-01 02:33:00,2024-09-01 02:52:02,vélostation Place Albert 1er - St Charles,vélostation Occitanie,3363.0,1136
2024-09-01 02:24:19,2024-09-01 03:01:39,vélostation Charles Flahault,vélostation Malbosc,3506.0,2236
2024-09-01 02:23:56,2024-09-01 02:51:02,vélostation Comédie,vélostation Occitanie,4659.0,1621
2024-09-01 02:23:05,2024-09-01 02:43:28,vélostation Richter,vélostation Médiathèque Emile Zola,867.0,1219
2024-09-01 02:21:51,2024-09-01 02:29:21,vélostation Comédie,vélostation Jeu de Mail des Abbés,1490.0,447
2024-09-01 02:21:18,2024-09-01 02:51:05,vélostation Comédie,vélostation Occitanie,4774.0,1783
2024-09-01 02:20:41,2024-09-01 02:21:32,vélostation Richter,vélostation Richter,0.0,46
2024-09-01 02:20:01,2024-09-01 02:32:39,vélostation Nouveau Saint-Roch,vélostation Parvis Jules Ferry - Gare Saint-Roch,814.0,752
2024-09-01 02:19:04,2024-09-01 02:19:25,vélostation Nouveau Saint-Roch,vélostation Nouveau Saint-Roch,0.0,16
2024-09-01 02:16:27,2024-09-01 02:32:34,vélostation Médiathèque Emile Zola,vélostation Boutonnet,3616.0,963
2024-09-01 02:15:57,2024-09-01 02:20:23,vélostation Observatoire,vélostation Comédie,210.0,261
2024-09-01 02:15:29,2024-09-01 02:36:14,vélostation Albert 1er - Cathédrale,vélostation Saint-Guilhem,763.0,1241
2024-09-01 02:14:28,2024-09-01 02:51:28,vélostation Médiathèque Emile Zola,vélostation Fac de Lettres,5290.0,2219
2024-09-01 02:14:05,2024-09-01 02:34:16,vélostation Emile Combes,vélostation Richter,4347.0,1205
2024-09-01 02:13:30,2024-09-01 02:32:38,vélostation Médiathèque Emile Zola,vélostation Boutonnet,3704.0,1143
2024-09-01 02:13:24,2024-09-01 02:51:36,vélostation Médiathèque Emile Zola,vélostation Fac de Lettres,5323.0,2291
2024-09-01 02:13:02,2024-09-01 09:18:40,vélostation Emile Combes,vélostation Emile Combes,0.0,25534
2024-09-01 02:12:53,2024-09-01 14:11:13,vélostation Halles Castellane,vélostation Vert Bois,4369.0,43098
2024-09-01 02:12:18,2024-09-01 02:13:04,vélostation Emile Combes,vélostation Emile Combes,0.0,41
2024-09-01 02:11:28,2024-09-01 02:55:02,vélostation Halles Castellane,vélostation Vert Bois,4425.0,2610
2024-09-01 02:10:59,2024-09-01 02:25:18,vélostation Comédie,vélostation Fac de Lettres,2928.0,858
2024-09-01 02:00:00,2024-09-01 02:23:02,vélostation Place Albert 1er - St Charles,vélostation Celleneuve,3990.0,1378
2024-09-01 01:57:53,2024-09-01 02:02:20,vélostation Voltaire,vélostation Observatoire,786.0,262
2024-09-01 01:54:14,2024-09-01 02:22:53,vélostation Occitanie,vélostation Médiathèque Emile Zola,5570.0,1715
2024-09-01 01:53:15,2024-09-01 05:40:10,vélostation Jean de Beins,vélostation Pont de Lattes - Gare Saint-Roch,17879.0,13611
2024-09-01 01:52:26,2024-09-01 05:39:57,vélostation Jean de Beins,vélostation Pont de Lattes - Gare Saint-Roch,17992.0,13647
2024-09-01 01:52:16,2024-09-01 02:26:35,vélostation Boutonnet,vélostation Pont de Lattes - Gare Saint-Roch,3424.0,2055
2024-09-01 01:52:07,2024-09-01 02:18:53,vélostation Boutonnet,vélostation Deux Ponts - Gare Saint-Roch,3404.0,1601
2024-09-01 01:50:56,2024-09-01 02:22:38,vélostation Boutonnet,vélostation Plan Cabanes,4096.0,1762
2024-09-01 01:50:47,2024-09-01 01:51:29,vélostation Boutonnet,vélostation Boutonnet,0.0,37
2024-09-01 01:49:14,2024-09-01 05:40:14,vélostation Jean de Beins,vélostation Pont de Lattes - Gare Saint-Roch,17320.0,13855
2024-09-01 01:45:18,2024-09-01 01:57:15,vélostation Saint-Denis,vélostation Garcia Lorca,2511.0,712
2024-09-01 01:43:24,2024-09-01 01:50:33,vélostation Foch,vélostation Place Viala,1627.0,424
2024-09-01 01:39:15,2024-09-01 03:47:16,vélostation Comédie,vélostation Hôtel du Département,6162.0,7679
2024-09-01 01:33:43,2024-09-01 01:44:03,vélostation Charles Flahault,vélostation Corum,1517.0,617
2024-09-01 01:31:44,2024-09-01 01:43:47,vélostation Charles Flahault,vélostation Corum,1617.0,718
2024-09-01 01:27:23,2024-09-01 01:49:29,vélostation Comédie,vélostation Fac de Lettres,3469.0,1326
2024-09-01 01:26:10,2024-09-01 01:26:31,vélostation Comédie,vélostation Comédie,0.0,17
2024-09-01 01:24:40,2024-09-01 01:25:01,vélostation Comédie,vélostation Comédie,0.0,17
2024-09-01 01:21:30,2024-09-01 01:31:20,vélostation fac des sciences,vélostation Vert Bois,1958.0,586
2024-09-01 01:16:14,2024-09-01 03:55:43,vélostation Louis Blanc,vélostation Occitanie,3363.0,9564
2024-09-01 01:15:40,2024-09-01 03:55:46,vélostation Louis Blanc,vélostation Occitanie,3371.0,9601
2024-09-01 01:07:56,2024-09-01 01:18:06,vélostation Père Soulas,vélostation Occitanie,2554.0,605
2024-09-01 01:05:38,2024-09-01 01:19:54,vélostation Vert Bois,vélostation Louis Blanc,2811.0,851
2024-09-01 01:04:57,2024-09-01 01:11:02,vélostation Corum,vélostation Les Aubes,1300.0,359
2024-09-01 01:03:44,2024-09-01 01:04:50,vélostation Vert Bois,vélostation Vert Bois,20.0,61
2024-09-01 01:03:08,2024-09-01 01:51:06,vélostation Observatoire,vélostation Médiathèque Emile Zola,3877.0,2875
2024-09-01 01:01:58,2024-09-01 01:50:34,vélostation Observatoire,vélostation Médiathèque Emile Zola,4079.0,2913
2024-09-01 01:01:19,2024-09-01 01:50:35,vélostation Observatoire,vélostation Médiathèque Emile Zola,4425.0,2952
2024-09-01 01:00:45,2024-09-01 01:50:21,vélostation Observatoire,vélostation Médiathèque Emile Zola,4018.0,2972
2024-09-01 01:00:44,2024-09-01 01:14:40,vélostation Albert 1er - Cathédrale,vélostation Médiathèque Emile Zola,2905.0,830
2024-09-01 01:00:27,2024-09-01 01:00:52,vélostation Boutonnet,vélostation Boutonnet,0.0,20
2024-09-01 00:58:52,2024-09-01 01:14:42,vélostation Albert 1er - Cathédrale,vélostation Médiathèque Emile Zola,2748.0,945
2024-09-01 00:49:49,2024-09-01 01:00:14,vélostation Vert Bois,vélostation Père Soulas,2468.0,620
2024-09-01 00:49:03,2024-09-01 00:58:09,vélostation Albert 1er - Cathédrale,vélostation Boutonnet,1419.0,542
